id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
125335,Royston Varley,M,20.0,171.0,58.0,Great Britain,GBR,1972 Winter,1972,Winter,Sapporo,Alpine Skiing,Alpine Skiing Men's Downhill,
125343,Benjamin Gabriel Jean Varonian,M,20.0,168.0,65.0,France,FRA,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,
125353,Simion Vartolomeu,M,32.0,,,Romania,ROU,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
125403,Alla Vasilenko,F,24.0,,,Kazakhstan,KAZ,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Points Race,
125407,Dimitar Vasilev,M,32.0,,,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Foil, Individual",
125419,Todorka Vasileva,F,30.0,177.0,73.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,
125443,Nikolay Vasilyev,M,20.0,,,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxless Pairs,
125457,Svetlana Vasina,F,30.0,152.0,51.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,
125533,Chad Vaughn,M,24.0,170.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middleweight,
125534,"Vilhelm ""Vilho"" Vauhkonen",M,35.0,,,Finland,FIN,1912 Summer,1912,Summer,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",
125548,Zdenk Vvra,M,28.0,,,Czechoslovakia,TCH,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",
125572,Clara Vzquez,F,35.0,,,Puerto Rico,PUR,1996 Summer,1996,Summer,Atlanta,Softball,Softball Women's Softball,
125580,Ignacio Vzquez Barba,M,20.0,178.0,72.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Football,Football Men's Football,
125585,Olegario Vzquez Raa,M,41.0,157.0,63.0,Mexico,MEX,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
125597,Darya Olegovna Vdovina,F,22.0,156.0,49.0,Russia,RUS,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
125608,Irene Vecchi,F,23.0,170.0,56.0,Italy,ITA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's Sabre, Individual",
125612,John Vecchiarelli,M,27.0,180.0,84.0,Italy,ITA,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
125618,Aneliya Dulcheva Vechernikova-Nuneva,F,26.0,167.0,57.0,Bulgaria,BUL,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,
125624,Anjali Ramakanta Vedpathak-Bhagwat,F,30.0,165.0,53.0,India,IND,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
125624,Anjali Ramakanta Vedpathak-Bhagwat,F,38.0,165.0,53.0,India,IND,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
125692,Jana Vejrkov,F,21.0,158.0,41.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,
125709,ngel Rosendo Velarte Ricardo,M,33.0,173.0,73.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
125732,Alberto Camilo Velzquez Aguilar,M,22.0,171.0,81.0,Uruguay,URU,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Individual",
125755,Jure Velepec,M,28.0,187.0,65.0,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 20 kilometres,
125756,Uro Velepec,M,26.0,,,Slovenia,SLO,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,
125761,"Mariano M. Vlez, Jr.",M,,,,Philippines,PHI,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,
125768,Olga Yevgenyevna Velichko,F,30.0,168.0,60.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Fencing,"Fencing Women's Foil, Individual",
125773,Ioan Florin Veliciu,M,18.0,160.0,56.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Featherweight,
125802,Loris Vellar,M,25.0,,,Italy,ITA,1976 Winter,1976,Winter,Innsbruck,Speed Skating,"Speed Skating Men's 5,000 metres",
125803,"Spyridon ""Spyros"" Vellas",M,,,,Omas Helliniki P. S.,GRE,1906 Summer,1906,Summer,Athina,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver
125803,"Spyridon ""Spyros"" Vellas",M,,,,Greece,GRE,1906 Summer,1906,Summer,Athina,Athletics,"Athletics Men's Discus Throw, Greek Style",
125843,Shara Marie Venegas Medina,F,23.0,173.0,68.0,Puerto Rico,PUR,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,
125875,Francisco Jos Ventoso Alberdi,M,30.0,180.0,81.0,Spain,ESP,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",
125880,Hctor Ventura Rodrguez,M,27.0,174.0,63.0,Mexico,MEX,1972 Summer,1972,Summer,Munich,Hockey,Hockey Men's Hockey,
125891,Josef Vntus,M,29.0,180.0,83.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,Bronze
125917,Jimmy Verbaeys,M,18.0,168.0,61.0,Belgium,BEL,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,
125931,"Joachim Hermanus Jacobus ""Jochem"" Verberne",M,22.0,190.0,86.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Quadruple Sculls,Silver
125940,Jean Pierre Verbrugge,M,31.0,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's Foil, Team",
125949,Omer Vercouteren,M,26.0,,,Belgium,BEL,1956 Summer,1956,Summer,Melbourne,Wrestling,"Wrestling Men's Bantamweight, Freestyle",
125953,Fernando Verdasco Carmona,M,28.0,188.0,81.0,Spain,ESP,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,
125955,Manuel Verde Rios,M,25.0,184.0,81.0,Mexico,MEX,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Heavyweight,
125969,Maurice Justin Verdonck,M,26.0,,,Royal Club Nautique de Gand,BEL,1900 Summer,1900,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Silver
125973,Carmina Verd Ferrer,F,17.0,164.0,44.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
126005,"Henricus Coenradus Nicolaas ""Hein"" Vergeer",M,26.0,180.0,75.0,Netherlands,NED,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,000 metres",
126020,Franois Vergult,M,29.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,
126027,Sanne Verhagen,F,23.0,153.0,57.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,
126054,Frank Verleyen,M,21.0,172.0,69.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",
126055,Sergey Viktorovich Verlin,M,21.0,192.0,90.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
126062,Janne Johannes Vermashein,M,22.0,182.0,70.0,Finland,FIN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
126065,Hannah Vermeersch,F,19.0,178.0,76.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,
126068,Albn Vermes,M,23.0,190.0,80.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Breaststroke,Silver
126091,Aurel Vernescu,M,25.0,188.0,88.0,Romania,ROU,1964 Summer,1964,Summer,Tokyo,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
126098,Jean Vernier,M,28.0,174.0,61.0,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,"Athletics Men's 1,500 metres",
126103,"Annabel Morwenna ""Annie"" Vernon",F,29.0,178.0,75.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,
126109,George Edward Vernot,M,23.0,152.0,90.0,Canada,CAN,1924 Summer,1924,Summer,Paris,Swimming,"Swimming Men's 1,500 metres Freestyle",
126113,Rgine Veronnet,F,30.0,167.0,56.0,France,FRA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Women's Foil, Team",
126132,Victor Abel Verschueren,M,30.0,,,Belgium,BEL,1924 Winter,1924,Winter,Chamonix,Ice Hockey,Ice Hockey Men's Ice Hockey,
126135,Mark Andreas Cornelis Versfeld,M,24.0,186.0,75.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Backstroke,
126164,"Cornelis ""Cees"" Vervoorn",M,20.0,191.0,83.0,Netherlands,NED,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
126181,Libue Vesel (Friedrichov-),F,27.0,,,Czechoslovakia,TCH,1928 Winter,1928,Winter,Sankt Moritz,Figure Skating,Figure Skating Mixed Pairs,
126201,Rudolf Vesper,M,25.0,178.0,78.0,Germany,GER,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",
126211,Charles Peter Martin Vestergaard,M,24.0,,,Denmark,DEN,1908 Summer,1908,Summer,London,Athletics,Athletics Men's 10 mile Walk,
126254,Jean-Elie Vzien,M,42.0,,,France,FRA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
126271,Laurent Vial,M,24.0,185.0,73.0,Switzerland,SUI,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,Silver
126272,Patrick Lucien Vial,M,25.0,170.0,70.0,France,FRA,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Half-Middleweight,
126281,Nikolaos Vianginis,M,,,,Panhellenios Gymnastikos Syllogos-1,GRE,1906 Summer,1906,Summer,Athina,Rowing,Rowing Men's Coxed Pairs (1 mile),
126284,Anne-Laure Viard,F,27.0,174.0,68.0,France,FRA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
126299,Angelo Vicardi,M,28.0,167.0,70.0,Italy,ITA,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,
126301,Jimmy Vicaut,M,24.0,188.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
126303,Maura Viceconte,F,32.0,155.0,47.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,
126326,Pencho Vichev,M,27.0,179.0,80.0,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Shooting,Shooting Mixed Trap,
126356,Alejandro Vidal Arellano,M,,,,Chile,CHI,1928 Summer,1928,Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
126395,Joe Vidmar,M,29.0,173.0,68.0,Slovenia,SLO,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
126397,Peter Glen Vidmar,M,23.0,165.0,60.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Rings,
126399,Roger Vidosa Riba,M,25.0,184.0,76.0,Andorra,AND,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Super G,
126405,Nenad Vidovi,M,25.0,169.0,65.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,
126427,Joo Paulo Garcia Vieira,M,36.0,175.0,59.0,Portugal,POR,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,
126435,Roger Viel,M,21.0,,,France,FRA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Pentathlon,
126468,Guido Antar Vigna,M,35.0,190.0,86.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Keelboat,
126508,Priit Viks,M,24.0,180.0,73.0,Estonia,EST,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,
126523,Patricia Vila Islas,F,24.0,,,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,
126530,Maitri Vilaikit,M,20.0,164.0,52.0,Thailand,THA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 4 x 100 metres Relay,
126531,Marta Vilajosana Andreu,F,33.0,170.0,57.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,
126544,Andrei Vlcea,M,30.0,,,Romania,ROU,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",
126547,Jos Vilchis,M,18.0,161.0,54.0,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,
126562,Helga Mara Vilhjlmsdttir,F,18.0,171.0,,Iceland,ISL,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Women's Slalom,
126573,Johannes Hendrikus Viljoen,M,24.0,,,South Africa,RSA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Long Jump,
126586,Sebastin Villa Castaeda,M,24.0,164.0,54.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,
126589,Miriam Villacin Aguilar,F,18.0,153.0,47.0,Cuba,CUB,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,
126599,Joaqun Villalba,M,31.0,175.0,73.0,Spain,ESP,1960 Summer,1960,Summer,Roma,Modern Pentathlon,Modern Pentathlon Men's Individual,
126614,Claudio Villanueva Flores,M,28.0,175.0,68.0,Ecuador,ECU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
126631,Paulo Cesar Villar Nieto,M,26.0,183.0,73.0,Colombia,COL,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,
126652,Lara Villata,F,29.0,158.0,45.0,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
126698,Nils Erik Vinberg,M,18.0,171.0,87.0,Sweden,SWE,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,
126710,Franois Vincent,M,24.0,178.0,90.0,France,FRA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Middle-Heavyweight,
126728,Paul Vincze,M,40.0,,,Great Britain,GBR,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
126753,Svetlana Olegovna Vinogradova,F,18.0,168.0,59.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Snowboarding,Snowboarding Women's Halfpipe,
126767,Brittany Ann Viola,F,25.0,165.0,61.0,United States,USA,2012 Summer,2012,Summer,London,Diving,Diving Women's Platform,
126787,Roman Erikovich Virolaynen,M,20.0,185.0,80.0,Belarus,BLR,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
126817,Mirio Carlos Alberto Visentn Posagno,M,33.0,,,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Water Polo,Water Polo Men's Water Polo,
126821,Galina Aleksandrovna Vishnevskaya,F,19.0,160.0,55.0,Kazakhstan,KAZ,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,
126835,Lorenzo Vismara,M,25.0,198.0,90.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,
126836,Katja Vinar,F,29.0,174.0,63.0,Slovenia,SLO,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,
126842,"Adriana ""Adrie"" Visser",F,20.0,176.0,59.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Cycling,Cycling Women's Points Race,
126843,Fernand Visser,M,,,,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,
126872,Pietro Gianni Vitalini,M,26.0,176.0,82.0,Italy,ITA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,
126877,Iosyp Davydovych Vitebskiy,M,30.0,188.0,84.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Fencing,"Fencing Men's epee, Team",Silver
126909,Giuseppe Vitucci,M,25.0,183.0,90.0,Italy,ITA,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
126938,Lisa-Marie Vizaniari,F,24.0,172.0,103.0,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's Discus Throw,
126955,Florin Vlad,M,19.0,180.0,105.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Heavyweight,
126965,Angelos Vlakhos,M,,,,Greece,GRE,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
126975,Blanka Vlai,F,32.0,193.0,71.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Bronze
126985,Viktor Petrovich Vlasov,M,26.0,,,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Men's Basketball,Silver
126989,Irina Nikolayevna Vlasova,F,19.0,172.0,57.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
126996,Lon Jean Alfred Vleurinck,M,20.0,,,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Fours,
126999,Martinus Pieter Vlietman,M,23.0,,,Netherlands,NED,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",
127000,"Edmundo Th. ""Eddy"" Vlinder",M,26.0,,,Netherlands Antilles,AHO,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
127007,Armin Vock,M,23.0,167.0,63.0,Switzerland,SUI,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
127015,Tetiana Yurivna Vodop'ianova,F,29.0,167.0,64.0,Ukraine,UKR,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,
127031,Sandra Voetelink,F,21.0,176.0,61.0,Netherlands,NED,1992 Winter,1992,Winter,Albertville,Speed Skating,"Speed Skating Women's 1,000 metres",
127043,Kristina Vogel,F,21.0,160.0,66.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold
127048,Renate Vogel (-Heinrich),F,17.0,164.0,54.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
127058,"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,29.0,181.0,90.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Silver
127059,"Henderikus Arnoldus Martinus ""Henk"" Vogels",M,36.0,190.0,84.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,
127078,Carina Vogt,F,22.0,171.0,62.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Women's Normal Hill, Individual",Gold
127089,Richard Vogt,M,23.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Boxing,Boxing Men's Light-Heavyweight,Silver
127106,Emil Alwell Voigt,M,24.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Individual All-Around,
127106,Emil Alwell Voigt,M,24.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Rings,Bronze
127132,Andreas Vojta,M,23.0,189.0,77.0,Austria,AUT,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 1,500 metres",
127140,Ji Voknr,M,25.0,,,Czechoslovakia,TCH,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",
127142,Pavel Vokoun,M,18.0,183.0,74.0,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,
127146,Arkhontoula Volakaki,F,25.0,170.0,60.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,
127163,Josef Volf,M,21.0,175.0,70.0,Czechoslovakia,TCH,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
127184,Aleksandr Volkov,M,19.0,185.0,67.0,Russia,RUS,1998 Winter,1998,Winter,Nagano,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
127215,Harald Vollmar,M,33.0,177.0,72.0,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Shooting,"Shooting Mixed Free Pistol, 50 metres",Silver
127216,Dana Whitney Vollmer (-Grant),F,24.0,185.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,28.0,185.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127221,Adler Volmar,M,19.0,183.0,100.0,Haiti,HAI,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Half-Middleweight,
127227,Yelena Vyacheslavovna Volodina-Antonova,F,30.0,176.0,62.0,Kazakhstan,KAZ,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,
127243,Giulia Volpi,F,18.0,160.0,50.0,Italy,ITA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,
127300,Margaret Lynn von der Heide-Spencer-Galanes,F,29.0,163.0,53.0,United States,USA,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
127306,Henrik Claes Edvard von Eckermann,M,31.0,186.0,77.0,Sweden,SWE,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
127331,Friedrich Ernst August von Grote,M,27.0,,,Germany,GER,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Jumping, Individual",
127340,Karl Ferdinand von Halt,M,20.0,191.0,84.0,Germany,GER,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Pentathlon,
127343,Erika Kennedy Von Heiland (-Strader),F,30.0,160.0,56.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Doubles,
127393,Herbert von Petersdorff,M,19.0,,,Germany,GER,1900 Summer,1900,Summer,Paris,Water Polo,Water Polo Men's Water Polo,
127420,Alexa von Schwichow,F,20.0,160.0,53.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Lightweight,
127424,"Stefanie ""Steffi"" von Siebenthal",F,20.0,168.0,57.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Snowboarding,Snowboarding Women's Giant Slalom,
127447,Andr Vonarburg,M,30.0,195.0,100.0,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Single Sculls,
127467,Ulvi Voog (-Indrikson),F,23.0,166.0,62.0,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Women's 100 metres Freestyle,
127494,Tatyana Leonidovna Vorokhobko (-Kondrashova),F,25.0,175.0,60.0,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's Pentathlon,
127501,Mikhail Yakovlevich Voronin,M,23.0,170.0,65.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,Silver
127501,Mikhail Yakovlevich Voronin,M,27.0,170.0,65.0,Soviet Union,URS,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
127511,Vladimir Petrovich Voronkov,M,27.0,174.0,68.0,Soviet Union,URS,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
127522,"Zsuzsanna ""Zsuzsa"" Vrs",F,23.0,172.0,60.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,
127525,Elinda Vorster (-Rademeyer),F,26.0,167.0,54.0,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 200 metres,
127572,Kristel Vourna,F,20.0,174.0,61.0,Greece,GRE,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,
127579,Aleksey Ivanovich Voyevoda,M,25.0,195.0,105.0,Russia-1,RUS,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Four,Silver
127583,Sergey Sergeyevich Voynov,M,19.0,188.0,89.0,Uzbekistan,UZB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Javelin Throw,
127594,Eva Vrabcov-Nvltov,F,24.0,162.0,48.0,Czech Republic,CZE,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
127607,"Stojan ""Stojko"" Vrankovi",M,32.0,217.0,115.0,Croatia,CRO,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,
127608,Alexandros Vrasivanopoulos,M,,,,Greece,GRE,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",
127611,Milo Vrati,M,24.0,173.0,71.0,Yugoslavia,YUG,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Men's Individual All-Around,
127625,Ioannis Vrettos,M,,,,Greece,GRE,1896 Summer,1896,Summer,Athina,Athletics,Athletics Men's Marathon,
127657,Aleksandr Vtorov,M,,,,Soviet Union,URS,1956 Summer,1956,Summer,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",
127676,Renato Vugrinec,M,29.0,195.0,98.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,
127712,Sinia Vukoni,M,20.0,172.0,69.0,Croatia,CRO,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
127741,Dmitry Borisovich Vybornov,M,26.0,188.0,81.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,
127749,Irina Vyguzova,F,26.0,156.0,50.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Platform,
